Time,Protocol,RNTI,Info
2016.286389,MAC-LTE,206,"UL-SCH: (SFN=263 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:77 bytes) (Padding:remainder) "
2016.319337,MAC-LTE,400,"UL-SCH: (SFN=333 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
2016.799052,MAC-LTE,400,"UL-SCH: (SFN=126 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:165 bytes) "
2017.278024,MAC-LTE,215,"UL-SCH: (SFN=847 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) "
2017.345027,MAC-LTE,200,"UL-SCH: (SFN=285 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2017.35657,MAC-LTE,203,"UL-SCH: (SFN=708 , SF=1) UEId=0   (Short BSR) (3:remainder) (Padding:remainder) "
2017.460108,MAC-LTE,400,"UL-SCH: (SFN=278 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) "
2017.931569,MAC-LTE,206,"UL-SCH: (SFN=721 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
2018.21669,MAC-LTE,200,"UL-SCH: (SFN=761 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
2018.773814,MAC-LTE,200,"UL-SCH: (SFN=205 , SF=1) UEId=0   (Long BSR) (3:128 bytes) (Padding:remainder) "
2019.125174,MAC-LTE,101,"UL-SCH: (SFN=254 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2019.267554,MAC-LTE,506,"UL-SCH: (SFN=467 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
2019.474516,MAC-LTE,503,"UL-SCH: (SFN=152 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
2019.706034,MAC-LTE,500,"UL-SCH: (SFN=768 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:96 bytes) (Padding:remainder) "
2019.969281,MAC-LTE,400,"UL-SCH: (SFN=213 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:72 bytes) (Padding:remainder) "
2020.371609,MAC-LTE,506,"UL-SCH: (SFN=935 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2020.643742,MAC-LTE,450,"UL-SCH: (SFN=657 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
2020.890245,MAC-LTE,506,"UL-SCH: (SFN=662 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2021.31432,LTE RRC UL_CCCH,500,RRCConnectionReestablishmentRequest
2021.859862,MAC-LTE,203,"UL-SCH: (SFN=72  , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
2022.079642,MAC-LTE,506,"UL-SCH: (SFN=215 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2022.274769,MAC-LTE,506,"UL-SCH: (SFN=532 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2022.637948,MAC-LTE,500,"UL-SCH: (SFN=69  , SF=4) UEId=0   (Short BSR) (3:remainder) (Padding:remainder) "
2022.807314,MAC-LTE,500,"UL-SCH: (SFN=308 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2022.834662,MAC-LTE,209,"UL-SCH: (SFN=360 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:96 bytes) "
2022.993551,MAC-LTE,450,"UL-SCH: (SFN=617 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
2023.519827,MAC-LTE,400,"UL-SCH: (SFN=938 , SF=3) UEId=0   (Short BSR) (3:211 bytes) (Padding:remainder) "
2023.60092,MAC-LTE,209,"UL-SCH: (SFN=119 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) "
2024.686137,MAC-LTE,450,"UL-SCH: (SFN=577 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2024.799636,PDCP-LTE,209, [UL] [AM] SRB:1  [CONTROL]  ACK_SN=3   
2024.919277,MAC-LTE,203,"UL-SCH: (SFN=76  , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2025.038784,MAC-LTE,206,"UL-SCH: (SFN=38  , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2025.0572,MAC-LTE,500,"UL-SCH: (SFN=121 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) "
2025.068092,MAC-LTE,101,"UL-SCH: (SFN=417 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2025.163633,MAC-LTE,101,"UL-SCH: (SFN=519 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) "
2025.225606,MAC-LTE,400,"UL-SCH: (SFN=98  , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
2025.422962,MAC-LTE,203,"UL-SCH: (SFN=677 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2025.434631,MAC-LTE,212,"UL-SCH: (SFN=412 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:72 bytes) (Padding:remainder) "
2025.710346,MAC-LTE,203,"UL-SCH: (SFN=32  , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
2025.87272,MAC-LTE,200,"UL-SCH: (SFN=64  , SF=4) UEId=0   (Long BSR) (Power Headroom Report) "
2027.150898,MAC-LTE,400,"UL-SCH: (SFN=418 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2027.233799,MAC-LTE,200,"UL-SCH: (SFN=583 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2027.587774,MAC-LTE,400,"UL-SCH: (SFN=912 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2027.700892,MAC-LTE,200,"UL-SCH: (SFN=474 , SF=8) UEId=0   (Short BSR) (3:96 bytes) (Padding:remainder) "
2028.254327,MAC-LTE,450,"UL-SCH: (SFN=94  , SF=9) UEId=0   (Long BSR) (3:96 bytes) (Padding:remainder) "
2028.538481,MAC-LTE,212,"UL-SCH: (SFN=620 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2028.811708,MAC-LTE,209,"UL-SCH: (SFN=631 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2028.834877,MAC-LTE,500,"UL-SCH: (SFN=930 , SF=4) UEId=0   (Long BSR) (3:128 bytes) (Padding:remainder) "
2028.895154,MAC-LTE,215,"UL-SCH: (SFN=494 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
2030.253685,MAC-LTE,450,"UL-SCH: (SFN=283 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2030.551662,MAC-LTE,506,"UL-SCH: (SFN=474 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) "
2030.569545,MAC-LTE,215,"UL-SCH: (SFN=938 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:96 bytes) (Padding:remainder) "
2030.760029,MAC-LTE,203,"UL-SCH: (SFN=338 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2030.809764,MAC-LTE,203,"UL-SCH: (SFN=559 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
2031.10023,MAC-LTE,203,"UL-SCH: (SFN=367 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:77 bytes) (Padding:remainder) "
2031.758982,MAC-LTE,212,"UL-SCH: (SFN=42  , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
2031.901468,MAC-LTE,400,"UL-SCH: (SFN=28  , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2032.031896,MAC-LTE,450,"UL-SCH: (SFN=681 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2032.131904,MAC-LTE,206,"UL-SCH: (SFN=194 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
2032.264288,MAC-LTE,400,"UL-SCH: (SFN=1010, SF=7) UEId=0   (Long BSR) (Padding:remainder) "
2032.649644,MAC-LTE,212,"UL-SCH: (SFN=803 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:77 bytes) (Padding:remainder) "
2033.060693,MAC-LTE,206,"UL-SCH: (SFN=198 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2033.161231,MAC-LTE,206,"UL-SCH: (SFN=43  , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2033.93098,MAC-LTE,203,"UL-SCH: (SFN=245 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2034.238128,MAC-LTE,212,"UL-SCH: (SFN=93  , SF=3) UEId=0   (Long BSR) (3:143 bytes) "
2034.247246,MAC-LTE,206,"UL-SCH: (SFN=820 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2035.132585,MAC-LTE,101,"UL-SCH: (SFN=656 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2035.194247,MAC-LTE,203,"UL-SCH: (SFN=852 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:77 bytes) (Padding:remainder) "
2035.261497,MAC-LTE,400,"UL-SCH: (SFN=152 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
2035.794592,MAC-LTE,506,"UL-SCH: (SFN=553 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:77 bytes) (Padding:remainder) "
2035.807256,MAC-LTE,101,"UL-SCH: (SFN=629 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:96 bytes) (Padding:remainder) "
2036.154403,MAC-LTE,503,"UL-SCH: (SFN=569 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2036.181988,MAC-LTE,212,"UL-SCH: (SFN=613 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
2036.608092,MAC-LTE,503,"UL-SCH: (SFN=234 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2036.62989,MAC-LTE,212,"UL-SCH: (SFN=634 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
2037.494764,MAC-LTE,212,"UL-SCH: (SFN=300 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2037.541612,MAC-LTE,206,"UL-SCH: (SFN=976 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2037.95419,MAC-LTE,215,"UL-SCH: (SFN=0   , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2038.120694,MAC-LTE,506,"UL-SCH: (SFN=156 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
2038.831377,MAC-LTE,101,"UL-SCH: (SFN=155 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2038.929771,MAC-LTE,212,"UL-SCH: (SFN=53  , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
2039.162403,MAC-LTE,203,"UL-SCH: (SFN=434 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2039.294226,MAC-LTE,200,"UL-SCH: (SFN=550 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2039.435093,MAC-LTE,400,"UL-SCH: (SFN=286 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
2039.570292,MAC-LTE,400,"UL-SCH: (SFN=293 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2039.81355,MAC-LTE,206,"UL-SCH: (SFN=307 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2039.949031,MAC-LTE,400,"UL-SCH: (SFN=720 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
2040.249145,MAC-LTE,212,"UL-SCH: (SFN=58  , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2040.32177,MAC-LTE,200,"UL-SCH: (SFN=802 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
2040.335677,MAC-LTE,101,"UL-SCH: (SFN=437 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:143 bytes) "
2040.535019,MAC-LTE,203,"UL-SCH: (SFN=772 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
2040.553061,MAC-LTE,209,"UL-SCH: (SFN=262 , SF=5) UEId=0   (Long BSR) (3:140 bytes) "
2041.223897,MAC-LTE,209,"UL-SCH: (SFN=353 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
2041.481993,MAC-LTE,400,"UL-SCH: (SFN=12  , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2041.491703,MAC-LTE,450,"UL-SCH: (SFN=207 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2041.699819,MAC-LTE,209,"UL-SCH: (SFN=243 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
2042.078321,MAC-LTE,203,"UL-SCH: (SFN=403 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
2042.303144,MAC-LTE,209,"UL-SCH: (SFN=529 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2042.328413,MAC-LTE,215,"UL-SCH: (SFN=752 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2042.625851,MAC-LTE,206,"UL-SCH: (SFN=39  , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
2043.016386,MAC-LTE,506,"UL-SCH: (SFN=870 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2043.267836,MAC-LTE,209,"UL-SCH: (SFN=579 , SF=4) UEId=0   (Long BSR) (Padding:remainder) "
2043.288526,MAC-LTE,206,"UL-SCH: (SFN=330 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2043.313769,MAC-LTE,101,"UL-SCH: (SFN=487 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
2043.766209,MAC-LTE,450,"UL-SCH: (SFN=461 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2043.867678,MAC-LTE,101,"UL-SCH: (SFN=641 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2044.106292,MAC-LTE,215,"UL-SCH: (SFN=607 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
2044.446156,MAC-LTE,500,"UL-SCH: (SFN=35  , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
2044.621127,MAC-LTE,450,"UL-SCH: (SFN=195 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2044.785391,MAC-LTE,503,"UL-SCH: (SFN=453 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2044.940769,MAC-LTE,212,"UL-SCH: (SFN=437 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
2045.50316,MAC-LTE,500,"UL-SCH: (SFN=502 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2046.236571,MAC-LTE,400,"UL-SCH: (SFN=519 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:211 bytes) "
2046.308517,MAC-LTE,500,"UL-SCH: (SFN=447 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2046.855291,MAC-LTE,503,"UL-SCH: (SFN=385 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
2046.891871,RLC-LTE,212, [UL] [AM] SRB:2  [CONTROL]  ACK_SN=4   
2047.631189,MAC-LTE,400,"UL-SCH: (SFN=254 , SF=9) UEId=0   (Short BSR) (3:82 bytes) (Padding:remainder) "
2048.17362,MAC-LTE,506,"UL-SCH: (SFN=215 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
2048.309258,MAC-LTE,215,"UL-SCH: (SFN=962 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) "
2048.616267,MAC-LTE,500,"UL-SCH: (SFN=823 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2048.706821,MAC-LTE,212,"UL-SCH: (SFN=78  , SF=5) UEId=0   (Long BSR) (3:128 bytes) "
2048.888122,MAC-LTE,400,"UL-SCH: (SFN=856 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
2048.892465,MAC-LTE,206,"UL-SCH: (SFN=442 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2048.968183,MAC-LTE,215,"UL-SCH: (SFN=665 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
2049.260177,MAC-LTE,400,"UL-SCH: (SFN=323 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2049.57954,MAC-LTE,200,"UL-SCH: (SFN=919 , SF=4) UEId=0   (Short BSR) (3:128 bytes) "
2049.774241,MAC-LTE,503,"UL-SCH: (SFN=53  , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2049.806033,MAC-LTE,206,"UL-SCH: (SFN=324 , SF=8) UEId=0   (Long BSR) (3:80 bytes) (Padding:remainder) "
2050.058571,MAC-LTE,101,"UL-SCH: (SFN=783 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2050.351574,MAC-LTE,506,"UL-SCH: (SFN=205 , SF=7) UEId=0   (Short BSR) (3:64 bytes) (Padding:remainder) "
2050.873454,MAC-LTE,212,"UL-SCH: (SFN=326 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2051.280637,MAC-LTE,209,"UL-SCH: (SFN=638 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2051.62905,MAC-LTE,209,"UL-SCH: (SFN=622 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2051.845779,RLC-LTE,212, [UL] [AM] SRB:1  [CONTROL]  ACK_SN=5   
2051.863248,MAC-LTE,500,"UL-SCH: (SFN=430 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:211 bytes) (Padding:remainder) "
2052.121509,MAC-LTE,200,"UL-SCH: (SFN=997 , SF=2) UEId=0   (Long BSR) (3:80 bytes) (Padding:remainder) "
2052.148084,MAC-LTE,203,"UL-SCH: (SFN=102 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2052.242347,MAC-LTE,200,"UL-SCH: (SFN=721 , SF=7) UEId=0   (Long BSR) (3:remainder) (Padding:remainder) "
2052.309443,MAC-LTE,503,"UL-SCH: (SFN=491 , SF=6) UEId=0   (Long BSR) (3:80 bytes) (Padding:remainder) "
2052.378904,MAC-LTE,206,"UL-SCH: (SFN=541 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
2052.592667,MAC-LTE,215,"UL-SCH: (SFN=614 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
2052.832244,MAC-LTE,206,"UL-SCH: (SFN=469 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) "
2052.856707,MAC-LTE,506,"UL-SCH: (SFN=852 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:206 bytes) "
2052.861999,MAC-LTE,212,"UL-SCH: (SFN=695 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2053.439021,MAC-LTE,206,"UL-SCH: (SFN=859 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2053.503661,MAC-LTE,506,"UL-SCH: (SFN=576 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2053.517345,MAC-LTE,209,"UL-SCH: (SFN=113 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2053.546393,MAC-LTE,200,"UL-SCH: (SFN=905 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
2053.808612,RLC-LTE,400, [UL] [AM] SRB:1  [CONTROL]  ACK_SN=3   
2053.918996,MAC-LTE,450,"UL-SCH: (SFN=346 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) "
2054.062078,MAC-LTE,209,"UL-SCH: (SFN=1019, SF=8) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2054.073003,MAC-LTE,101,"UL-SCH: (SFN=588 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2054.224143,MAC-LTE,206,"UL-SCH: (SFN=326 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2054.321244,MAC-LTE,506,"UL-SCH: (SFN=303 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2054.357049,MAC-LTE,503,"UL-SCH: (SFN=655 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2054.869932,MAC-LTE,506,"UL-SCH: (SFN=896 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2054.901546,MAC-LTE,503,"UL-SCH: (SFN=948 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
2055.091556,MAC-LTE,212,"UL-SCH: (SFN=218 , SF=6) UEId=0   (Long BSR) "
2055.343831,MAC-LTE,215,"UL-SCH: (SFN=314 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2055.500357,MAC-LTE,200,"UL-SCH: (SFN=49  , SF=2) UEId=0   (Long BSR) (3:72 bytes) (Padding:remainder) "
2055.563057,RLC-LTE,206, [UL] [AM] SRB:2  [CONTROL]  ACK_SN=11   
2055.733324,MAC-LTE,200,"UL-SCH: (SFN=716 , SF=9) UEId=0   (Short BSR) (3:71 bytes) (Padding:remainder) "
2055.881313,MAC-LTE,503,"UL-SCH: (SFN=990 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:96 bytes) (Padding:remainder) "
2056.420184,MAC-LTE,506,"UL-SCH: (SFN=528 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2056.581603,MAC-LTE,209,"UL-SCH: (SFN=718 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2057.246581,MAC-LTE,212,"UL-SCH: (SFN=18  , SF=4) UEId=0   (Short BSR) (3:74 bytes) (Padding:remainder) "
2057.670054,MAC-LTE,450,"UL-SCH: (SFN=347 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
2057.736099,MAC-LTE,101,"UL-SCH: (SFN=250 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2058.012916,MAC-LTE,101,"UL-SCH: (SFN=227 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
2058.719136,MAC-LTE,450,"UL-SCH: (SFN=769 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
2058.841231,MAC-LTE,450,"UL-SCH: (SFN=177 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2058.960244,MAC-LTE,500,"UL-SCH: (SFN=991 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
2059.257783,MAC-LTE,450,"UL-SCH: (SFN=234 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:96 bytes) (Padding:remainder) "
2059.381832,MAC-LTE,203,"UL-SCH: (SFN=294 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
2059.64131,MAC-LTE,209,"UL-SCH: (SFN=526 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2059.924145,LTE RRC UL_DCCH/NAS-EPS,200,"ULInformationTransfer, Authentication failure (Synch failure)"
2060.194614,MAC-LTE,101,"UL-SCH: (SFN=586 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) "
2060.322719,MAC-LTE,450,"UL-SCH: (SFN=863 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
2060.485437,MAC-LTE,450,"UL-SCH: (SFN=306 , SF=6) UEId=0   (Short BSR) (Padding:remainder) "
2060.520131,MAC-LTE,203,"UL-SCH: (SFN=37  , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
2060.581177,MAC-LTE,101,"UL-SCH: (SFN=997 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:96 bytes) "
2060.661089,MAC-LTE,101,"UL-SCH: (SFN=199 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
2061.22765,MAC-LTE,215,"UL-SCH: (SFN=859 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2061.522508,MAC-LTE,206,"UL-SCH: (SFN=649 , SF=6) UEId=0   (Long BSR) (Padding:remainder) "
2061.772127,MAC-LTE,203,"UL-SCH: (SFN=741 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
2061.891779,MAC-LTE,200,"UL-SCH: (SFN=698 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) "
2062.031762,MAC-LTE,506,"UL-SCH: (SFN=513 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
2062.098067,MAC-LTE,500,"UL-SCH: (SFN=69  , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:66 bytes) "
